Median Rent 2016,Tract Number,Neighborhood,Location
1789,502301,West Whittier-Los Nietos,"(33.9679585, -118.0797315)"
1109,502302,West Whittier-Los Nietos,"(33.965715, -118.069052)"
1323,502401,Pico Rivera,"(33.9762075, -118.0967975)"
1711,502402,Pico Rivera,"(33.973095, -118.0895215)"
1160,502500,Pico Rivera,"(33.976373, -118.1099205)"
1565,502601,Pico Rivera,"(33.959833, -118.0946655)"
1131,502602,Pico Rivera,"(33.965021, -118.1030955)"
1313,502700,Santa Fe Springs,"(33.956004, -118.072116)"
1843,502801,Santa Fe Springs,"(33.9400455, -118.0896085)"
1098,502802,Santa Fe Springs,"(33.9311015, -118.0697865)"
1484,502901,South Whittier,"(33.9461085, -118.03893)"
1285,502902,South Whittier,"(33.944162, -118.0517005)"
1324,503000,South Whittier,"(33.9243145, -118.0508065)"
1760,503103,South Whittier,"(33.92885, -118.0410545)"
1401,503104,South Whittier,"(33.9212825, -118.041571)"
1354,503105,South Whittier,"(33.9256065, -118.033586)"
1498,503106,South Whittier,"(33.922533, -118.0218275)"
2176,503201,South Whittier,"(33.9319075, -118.0270415)"
1048,503202,South Whittier,"(33.9392895, -118.0352025)"
1907,503301,Whittier,"(33.9478135, -118.0159295)"
1188,503302,South Whittier,"(33.9410585, -118.021431)"
1720,503401,Whittier,"(33.9360445, -117.984812)"
1752,503402,Whittier,"(33.9411175, -118.0019365)"
1358,503501,South Whittier,"(33.9331195, -118.0126825)"
1355,503502,South Whittier,"(33.931968, -118.000853)"
1234,503601,La Mirada,"(33.9226515, -118.012887)"
2163,503602,La Mirada,"(33.9135745, -118.0030245)"
1141,503701,East La Mirada,"(33.9274675, -117.9953465)"
1370,503702,East La Mirada,"(33.9235475, -117.985447)"
1451,503703,La Mirada,"(33.9100105, -117.985431)"
1861,503801,La Mirada,"(33.899102856232815, -117.99364849999984)"
1809,503802,La Mirada,"(33.8968395, -118.0030395)"
1633,503901,La Mirada,"(33.8905285, -118.0057775)"
1825,503902,La Mirada,"(33.887924, -118.015935)"
1429,504001,La Mirada,"(33.9077145, -118.015603)"
1234,504002,La Mirada,"(33.908827, -118.0235205)"
1110,504101,La Mirada,"(33.9097585, -118.033532)"
2178,530003,Montebello,"(34.029354, -118.088905)"
1342,530004,Montebello,"(34.0224325, -118.089527)"
917,530005,Monterey Park,"(34.0283005, -118.1077475)"
1271,530006,Montebello,"(34.0207055, -118.113921)"
1106,530101,Montebello,"(34.011949, -118.1001695)"
1013,530102,Montebello,"(34.015395, -118.1155185)"
1267,530202,Montebello,"(34.0246365, -118.1367445)"
1121,530203,Montebello,"(34.027157, -118.1272475)"
1238,530204,Montebello,"(34.0186495, -118.128521)"
996,530301,East Los Angeles,"(34.028934, -118.154748)"
1063,530302,East Los Angeles,"(34.0277915, -118.1481645)"
521,530400,Monterey Park,"(34.0388015, -118.153189)"
978,530500,East Los Angeles,"(34.038762, -118.165861)"
1022,530601,East Los Angeles,"(34.053217, -118.1753095)"
1120,530602,East Los Angeles,"(34.0539625, -118.171816)"
997,530700,East Los Angeles,"(34.058801, -118.1809405)"
990,530801,East Los Angeles,"(34.050936, -118.187759)"
1012,530802,East Los Angeles,"(34.052195, -118.1814815)"
1006,530901,East Los Angeles,"(34.0432735, -118.1886005)"
926,530902,East Los Angeles,"(34.0457515, -118.181252)"
1046,531000,East Los Angeles,"(34.040998, -118.17345)"
1033,531101,East Los Angeles,"(34.0358385, -118.18847)"
1032,531102,East Los Angeles,"(34.036199, -118.1810015)"
981,531201,East Los Angeles,"(34.0303095, -118.186239)"
964,531202,East Los Angeles,"(34.026127, -118.186209)"
1004,531301,East Los Angeles,"(34.0206815, -118.1830935)"
1148,531302,East Los Angeles,"(34.015861, -118.1840735)"
1053,531502,East Los Angeles,"(34.0195495, -118.1704775)"
1076,531503,East Los Angeles,"(34.0294235, -118.1749085)"
1009,531504,East Los Angeles,"(34.027883, -118.167411)"
995,531602,East Los Angeles,"(34.018128, -118.1643695)"
1008,531603,East Los Angeles,"(34.029538, -118.1615365)"
987,531604,East Los Angeles,"(34.0238505, -118.1624395)"
1088,531701,East Los Angeles,"(34.0216845, -118.152093)"
997,531702,East Los Angeles,"(34.015819, -118.159798)"
1117,531800,East Los Angeles,"(34.0189945, -118.137963)"
993,531901,East Los Angeles,"(34.013511, -118.142268)"
1094,531902,East Los Angeles,"(34.0120805, -118.1324565)"
906,532001,Montebello,"(34.0054385, -118.1232295)"
1127,532002,Montebello,"(34.0034945, -118.117795)"
1168,532101,Montebello,"(34.004803, -118.1053765)"
1107,532102,Montebello,"(33.997581, -118.111544)"
1127,532200,Montebello,"(33.986732, -118.1227795)"
1023,532302,Commerce,"(34.0092975, -118.1758795)"
997,532303,Commerce,"(34.0026595, -118.1485105)"
902,532304,Commerce,"(33.985628, -118.152339)"
625,532400,Vernon,"(33.999365, -118.205749)"
980,532500,Huntington Park,"(33.9902755, -118.221448)"
979,532603,Huntington Park,"(33.98445, -118.234062)"
1027,532604,Huntington Park,"(33.9842465, -118.229001)"
887,532605,Huntington Park,"(33.984243, -118.225147)"
889,532606,Huntington Park,"(33.983227, -118.2208325)"
1081,532700,Florence-Firestone,"(33.9849455, -118.2418305)"
964,532800,Florence-Firestone,"(33.9862165, -118.252074)"
906,532900,Florence-Firestone,"(33.9790945, -118.2520505)"
998,533001,Florence-Firestone,"(33.980225, -118.2455)"
933,533002,Huntington Park,"(33.9775735, -118.238836)"
889,533103,Huntington Park,"(33.976994, -118.2315295)"
880,533104,Huntington Park,"(33.976533, -118.224446)"
1008,533105,Huntington Park,"(33.98286, -118.2164205)"
1092,533106,Huntington Park,"(33.979082, -118.2173905)"
943,533107,Huntington Park,"(33.9743625, -118.215372)"
1032,533201,Huntington Park,"(33.9819865, -118.208027)"
1221,533202,Huntington Park,"(33.978495, -118.2088)"
981,533203,Huntington Park,"(33.9742045, -118.2080885)"
864,533300,Maywood,"(33.9924535, -118.202177)"
1064,533401,Maywood,"(33.9937625, -118.193039)"
995,533402,Maywood,"(33.989879, -118.195177)"
939,533403,Maywood,"(33.9879095, -118.186593)"
1008,533501,Huntington Park,"(33.9855105, -118.200384)"
948,533502,Huntington Park,"(33.985033, -118.194854)"
981,533503,Huntington Park,"(33.9846865, -118.191065)"
1115,533601,Bell,"(33.9803325, -118.194495)"
985,533602,Bell,"(33.9771245, -118.1965575)"
976,533603,Bell,"(33.972372, -118.196797)"
965,533701,Maywood,"(33.9893075, -118.181887)"
1035,533702,Maywood,"(33.983567, -118.1827375)"
979,533703,Maywood,"(33.984506, -118.1733515)"
1047,533803,Bell,"(33.9748395, -118.1829185)"
963,533804,Bell,"(33.975134, -118.179113)"
1170,533805,Bell,"(33.97456, -118.17528)"
1057,533806,Bell,"(33.9673165, -118.171871)"
1213,533901,Bell Gardens,"(33.9729615, -118.1563865)"
1169,533902,Bell Gardens,"(33.968132, -118.154518)"
1073,534001,Bell Gardens,"(33.9676565, -118.147259)"
1265,534002,Bell Gardens,"(33.9670875, -118.139073)"
986,534101,Bell Gardens,"(33.971262, -118.166111)"
1156,534102,Bell Gardens,"(33.9705995, -118.161146)"
1086,534201,Bell Gardens,"(33.9584335, -118.167006)"
1140,534202,Bell Gardens,"(33.958316, -118.159746)"
1078,534203,Bell Gardens,"(33.956936, -118.154162)"
1095,534301,Cudahy,"(33.959614, -118.1868985)"
1220,534302,Cudahy,"(33.9583695, -118.1756955)"
1151,534403,Cudahy,"(33.9672875, -118.1979385)"
1063,534404,Cudahy,"(33.966232, -118.190553)"
1185,534405,Cudahy,"(33.9663705, -118.183009)"
1198,534406,Cudahy,"(33.9647425, -118.1749915)"
976,534501,Huntington Park,"(33.967728, -118.2076625)"
1036,534502,Huntington Park,"(33.966782, -118.198765)"
1113,534700,Walnut Park,"(33.968297, -118.2147665)"
925,534802,Walnut Park,"(33.9711215, -118.2213815)"
1009,534803,Walnut Park,"(33.9697565, -118.224228)"
1069,534804,Walnut Park,"(33.963155, -118.226586)"
1116,534900,Florence-Firestone,"(33.9699765, -118.236756)"
882,535001,Florence-Firestone,"(33.971394, -118.2531335)"
1034,535002,Florence-Firestone,"(33.971089, -118.24658)"
1084,535101,Florence-Firestone,"(33.964088, -118.24764)"
1085,535102,Florence-Firestone,"(33.959393, -118.2495725)"
1258,535200,Florence-Firestone,"(33.949899, -118.24958)"
939,535300,Florence-Firestone,"(33.9621925, -118.236445)"
1099,535400,Florence-Firestone,"(33.9537225, -118.2359285)"
967,535501,South Gate,"(33.9614045, -118.2221395)"
1007,535502,South Gate,"(33.9615415, -118.215306)"
1009,535503,South Gate,"(33.955245, -118.2144695)"
945,535603,South Gate,"(33.956718, -118.223912)"
994,535604,South Gate,"(33.950341, -118.224549)"
935,535605,South Gate,"(33.948773, -118.2165205)"
928,535606,South Gate,"(33.947871, -118.224586)"
988,535607,South Gate,"(33.941773, -118.221212)"
1020,535701,South Gate,"(33.9601865, -118.2041425)"
990,535702,South Gate,"(33.954266, -118.205026)"
1015,535802,South Gate,"(33.9406675, -118.207837)"
1004,535803,South Gate,"(33.948089, -118.210065)"
1016,535804,South Gate,"(33.9474505, -118.2031045)"
1131,535901,South Gate,"(33.9462855, -118.194686)"
1228,535902,South Gate,"(33.939464, -118.19578)"
991,536000,South Gate,"(33.9555625, -118.1907775)"
1125,536102,South Gate,"(33.9417295, -118.1663085)"
1095,536103,South Gate,"(33.9433725, -118.1851725)"
1164,536104,South Gate,"(33.9442965, -118.1784495)"
1190,536200,South Gate,"(33.920337, -118.1664535)"
1168,540000,Lynwood,"(33.9217835, -118.182427)"
1194,540101,Lynwood,"(33.929643, -118.190329)"
1144,540102,Lynwood,"(33.9230905, -118.194295)"
949,540201,South Gate,"(33.9409795, -118.2135415)"
978,540202,Lynwood,"(33.93377, -118.2059775)"
994,540203,Lynwood,"(33.9268815, -118.2045025)"
984,540300,Lynwood,"(33.9340825, -118.219672)"
963,540400,Watts,"(33.93316, -118.228254)"
1242,540501,Lynwood,"(33.9238845, -118.2198235)"
995,540502,Lynwood,"(33.916178, -118.213576)"
1132,540600,Willowbrook,"(33.924654, -118.23355)"
1147,540700,Willowbrook,"(33.9246715, -118.2466135)"
1096,540800,Compton,"(33.916466, -118.2521395)"
1189,540901,Willowbrook,"(33.919847, -118.273685)"
1120,540902,Willowbrook,"(33.9091615, -118.2737495)"
1056,541001,West Compton,"(33.8937145, -118.2742165)"
938,541002,Carson,"(33.8743895, -118.273635)"
1037,541100,West Compton,"(33.8979975, -118.2603865)"
1426,541200,Compton,"(33.909725, -118.2537435)"
1427,541300,Compton,"(33.911067, -118.243046)"
1256,541400,Willowbrook,"(33.912905, -118.2332065)"
1009,541500,Willowbrook,"(33.9141525, -118.227834)"
1021,541603,Compton,"(33.913246, -118.222482)"
1028,541604,Compton,"(33.908019, -118.211611)"
1102,541605,Compton,"(33.8997425, -118.208951)"
985,541606,Compton,"(33.899695, -118.218413)"
1447,541700,Lynwood,"(33.9178175, -118.202112)"
1117,541801,Lynwood,"(33.912196, -118.1945165)"
1214,541802,Lynwood,"(33.9098975, -118.186707)"
1134,542000,Compton,"(33.9059635, -118.202869)"
1150,542103,East Compton,"(33.901361, -118.196443)"
1170,542104,Compton,"(33.9011455, -118.1905805)"
974,542105,Compton,"(33.894058, -118.198844)"
981,542106,Compton,"(33.8925035, -118.1877645)"
1144,542200,Compton,"(33.8852555, -118.1971175)"
1149,542401,Compton,"(33.892326, -118.2110415)"
1205,542402,Compton,"(33.881026, -118.211839)"
1129,542501,Compton,"(33.892216, -118.236106)"
1067,542502,Compton,"(33.8922755, -118.22747)"
931,542601,Compton,"(33.90616, -118.226784)"
1061,542602,Compton,"(33.899639, -118.226136)"
1211,542700,Compton,"(33.9013835, -118.2371125)"
1179,542800,Compton,"(33.899566, -118.247761)"
1141,542900,Compton,"(33.892125, -118.244456)"
1099,543000,Compton,"(33.890904, -118.258515)"
1415,543100,Carson,"(33.8808295, -118.2532615)"
1198,543201,Compton,"(33.884614, -118.234353)"
1160,543202,Compton,"(33.8809455, -118.2326515)"
2344,543304,Carson,"(33.8523695, -118.241227)"
1004,543305,Rancho Dominguez,"(33.8607495, -118.2185895)"
1674,543306,Carson,"(33.8365455, -118.243931)"
1415,543321,Carson,"(33.8656315, -118.2505645)"
1602,543322,Carson,"(33.852461, -118.257305)"
1544,543400,Carson,"(33.853193, -118.273818)"
1208,543501,Carson,"(33.842811, -118.283295)"
1246,543502,West Carson,"(33.840945, -118.292062)"
1430,543503,West Carson,"(33.833228, -118.2925675)"
1461,543601,Carson,"(33.8216445, -118.2813545)"
1435,543602,West Carson,"(33.8167325, -118.2932245)"
991,543603,West Carson,"(33.805408, -118.2929415)"
2038,543604,Carson,"(33.8083, -118.282031)"
1661,543701,Carson,"(33.821584, -118.2698445)"
1482,543702,Carson,"(33.8135545, -118.2695935)"
1167,543703,Carson,"(33.803436, -118.269744)"
1148,543801,Carson,"(33.8424445, -118.271881)"
1378,543802,Carson,"(33.829768, -118.270758)"
998,543903,Carson,"(33.8318165, -118.2525685)"
1428,543905,Carson,"(33.8143925, -118.2531835)"
1385,544001,Carson,"(33.8395345, -118.2156975)"
1601,544002,Carson,"(33.832284, -118.216995)"
1583,550000,Norwalk,"(33.9234905, -118.068203)"
1237,550100,Norwalk,"(33.924378, -118.0751925)"
1140,550201,Norwalk,"(33.926559, -118.085166)"
1714,550202,Norwalk,"(33.923226, -118.0904465)"
1449,550300,Norwalk,"(33.924951, -118.0999545)"
1917,550400,Downey,"(33.93789, -118.0979355)"
1458,550500,Downey,"(33.949951, -118.1052355)"
1206,550601,Downey,"(33.961915, -118.11743)"
1839,550602,Downey,"(33.955599, -118.122617)"
1698,550700,Downey,"(33.9637035, -118.131132)"
1334,550800,Downey,"(33.95184, -118.144318)"
1264,550901,Downey,"(33.942018, -118.129037)"
1213,550902,Downey,"(33.9476205, -118.1254215)"
1555,551000,Downey,"(33.93758, -118.112064)"
1125,551101,Downey,"(33.925198, -118.1271705)"
1163,551102,Downey,"(33.9263085, -118.117121)"
1219,551201,Downey,"(33.928125, -118.1453215)"
1406,551202,Downey,"(33.924546, -118.1381015)"
1209,551300,Downey,"(33.935437, -118.1338245)"
1151,551401,Downey,"(33.943543, -118.1557035)"
1485,551402,Downey,"(33.941069, -118.145972)"
1345,551501,Downey,"(33.935499, -118.1570615)"
1299,551502,Downey,"(33.9271955, -118.152565)"
1401,551700,Downey,"(33.9172545, -118.147362)"
1313,551800,Downey,"(33.9130225, -118.126126)"
1438,551900,Norwalk,"(33.9095205, -118.105257)"
1459,552001,Norwalk,"(33.9118045, -118.0950135)"
1628,552002,Norwalk,"(33.9127735, -118.0864385)"
588,552100,Norwalk,"(33.9060395, -118.0880175)"
1225,552200,Norwalk,"(33.9096145, -118.071753)"
1768,552301,Norwalk,"(33.911254, -118.0643675)"
996,552302,Norwalk,"(33.907394, -118.0581555)"
1648,552400,Norwalk,"(33.8980945, -118.0517475)"
1185,552601,Norwalk,"(33.8913085, -118.0776385)"
1402,552602,Norwalk,"(33.8913005, -118.0641375)"
1486,552700,Norwalk,"(33.898588, -118.073231)"
1408,552800,Norwalk,"(33.8984565, -118.091186)"
1504,552900,Norwalk,"(33.8911535, -118.0911425)"
1725,553000,Norwalk,"(33.8944915, -118.104017)"
1577,553100,Bellflower,"(33.889421, -118.1127025)"
1193,553200,Bellflower,"(33.905905, -118.121044)"
843,553300,Bellflower,"(33.9034715, -118.1384935)"
1203,553400,Downey,"(33.9080855, -118.147922)"
1112,553502,Paramount,"(33.9000805, -118.151439)"
1342,553503,Paramount,"(33.9130005, -118.153897)"
1204,553504,Downey,"(33.907683, -118.153012)"
1166,553601,Paramount,"(33.9075065, -118.1698565)"
1466,553602,Paramount,"(33.9088955, -118.1644655)"
1164,553701,Paramount,"(33.9043765, -118.1808955)"
1159,553702,Paramount,"(33.8963275, -118.1827705)"
1277,553801,Paramount,"(33.892694, -118.16875)"
1051,553802,Paramount,"(33.8872045, -118.1740865)"
1176,553901,Paramount,"(33.892811, -118.1513965)"
1234,553902,Paramount,"(33.8844935, -118.15349)"
1178,554001,Bellflower,"(33.898299, -118.1330425)"
1176,554002,Bellflower,"(33.891191, -118.1340245)"
1105,554101,Bellflower,"(33.8926795, -118.123279)"
1318,554103,Bellflower,"(33.899347, -118.1209575)"
1138,554104,Bellflower,"(33.8930155, -118.1193115)"
1219,554105,Bellflower,"(33.8855435, -118.1212725)"
1566,554201,Bellflower,"(33.883853, -118.1382725)"
1027,554203,Bellflower,"(33.880274, -118.1244275)"
1054,554204,Bellflower,"(33.8856885, -118.126066)"
1357,554301,Bellflower,"(33.8831365, -118.146945)"
1348,554302,Bellflower,"(33.872983, -118.1469185)"
1221,554403,Bellflower,"(33.873679, -118.1382425)"
1187,554404,Bellflower,"(33.8736955, -118.1295155)"
1108,554405,Bellflower,"(33.8737165, -118.121205)"
1197,554406,Bellflower,"(33.8730215, -118.1121225)"
2182,554511,Cerritos,"(33.8805125, -118.0376605)"
2631,554512,Cerritos,"(33.8767845, -118.055207)"
2236,554513,Cerritos,"(33.8839755, -118.068399)"
1951,554514,Cerritos,"(33.873113, -118.0718865)"
2182,554515,Cerritos,"(33.8532505, -118.077109)"
3020,554516,Cerritos,"(33.85597, -118.067815)"
1928,554517,Cerritos,"(33.8625445, -118.054959)"
2429,554518,Cerritos,"(33.8660225, -118.037583)"
2722,554519,Cerritos,"(33.8524445, -118.0548455)"
1837,554521,Cerritos,"(33.872872, -118.0975195)"
2254,554522,Cerritos,"(33.8521495, -118.092538)"
1245,554600,Norwalk,"(33.8830775, -118.0889585)"
1700,554700,Norwalk,"(33.884038, -118.075438)"
1451,554801,Artesia,"(33.876682, -118.0829655)"
1438,554802,Artesia,"(33.8693975, -118.080643)"
1335,554900,Artesia,"(33.8596135, -118.079953)"
1382,555001,Lakewood,"(33.8439845, -118.09042)"
1484,555002,Lakewood,"(33.834986, -118.088393)"
1125,555102,Lakewood,"(33.838749, -118.0769775)"
1721,555103,Lakewood,"(33.842454, -118.0655045)"
1331,555104,Lakewood,"(33.835133, -118.0655175)"
1420,555202,Long Beach,"(33.8213105, -118.0725155)"
1181,555211,Hawaiian Gardens,"(33.8272315, -118.077266)"
1316,555212,Hawaiian Gardens,"(33.8268485, -118.067621)"
1298,570001,Lakewood,"(33.863656, -118.116728)"
1292,570002,Lakewood,"(33.8646595, -118.1294745)"
2081,570003,Lakewood,"(33.8646165, -118.1402795)"
1575,570100,Long Beach,"(33.864586, -118.153281)"
1140,570202,Long Beach,"(33.8798935, -118.1781265)"
1128,570203,Long Beach,"(33.878324, -118.159982)"
1192,570204,Long Beach,"(33.871521, -118.15561)"
988,570301,Long Beach,"(33.8721785, -118.1905275)"
1204,570303,Long Beach,"(33.8606765, -118.191717)"
999,570304,Long Beach,"(33.8571235, -118.1933885)"
1470,570402,Long Beach,"(33.8678635, -118.1977305)"
965,570403,Long Beach,"(33.877836, -118.2047045)"
1105,570404,Long Beach,"(33.8770965, -118.1969205)"
1193,570501,Long Beach,"(33.8682535, -118.1795615)"
1167,570502,Long Beach,"(33.867406, -118.167641)"
1132,570601,Long Beach,"(33.8563635, -118.1810925)"
1191,570602,Long Beach,"(33.855556, -118.172465)"
1145,570603,Long Beach,"(33.857059, -118.1620535)"
1293,570701,Lakewood,"(33.853702, -118.151119)"
2064,570702,Lakewood,"(33.850709, -118.1594625)"
1849,570800,Lakewood,"(33.8535065, -118.1337395)"
2406,570901,Lakewood,"(33.852278, -118.1081355)"
1736,570902,Lakewood,"(33.8536735, -118.120748)"
1995,571000,Lakewood,"(33.8395, -118.100555)"
1872,571101,Lakewood,"(33.8432775, -118.1163045)"
2119,571102,Lakewood,"(33.835982, -118.1163515)"
1211,571200,Long Beach,"(33.839673, -118.133678)"
1455,571300,Lakewood,"(33.8397455, -118.149794)"
1227,571400,Lakewood,"(33.8335705, -118.158431)"
1178,571502,Long Beach,"(33.841848, -118.1845175)"
1568,571503,Long Beach,"(33.847923, -118.1706255)"
1090,571504,Long Beach,"(33.8397365, -118.1703035)"
328,571600,Long Beach,"(33.8495635, -118.18101)"
1149,571701,Long Beach,"(33.850557, -118.2002135)"
1118,571703,Long Beach,"(33.8490335, -118.1920015)"
1035,571704,Long Beach,"(33.849558, -118.185987)"
1714,571800,Long Beach,"(33.8349725, -118.19689)"
1119,571900,Long Beach,"(33.834097, -118.1768285)"
1264,572001,Long Beach,"(33.822661, -118.1761875)"
1498,572002,Long Beach,"(33.8228135, -118.1928235)"
1150,572100,Long Beach,"(33.825389, -118.200738)"
1131,572201,Long Beach,"(33.815305, -118.195057)"
1140,572202,Long Beach,"(33.8080025, -118.193957)"
1308,572301,Long Beach,"(33.8185705, -118.2180885)"
1262,572302,Long Beach,"(33.81528, -118.2103735)"
1703,572400,Long Beach,"(33.8226965, -118.210521)"
368,572500,Long Beach,"(33.8168, -118.2184415)"
1371,572600,Long Beach,"(33.8081255, -118.213883)"
1107,572700,Long Beach,"(33.800743, -118.212552)"
755,572800,Long Beach,"(33.7971505, -118.2214735)"
1057,572900,Long Beach,"(33.793533, -118.210846)"
984,573002,Long Beach,"(33.7934865, -118.1915465)"
1100,573003,Long Beach,"(33.7935335, -118.202413)"
1021,573004,Long Beach,"(33.7934855, -118.196468)"
1159,573100,Long Beach,"(33.8007525, -118.197379)"
948,573201,Long Beach,"(33.8007765, -118.185019)"
1157,573202,Long Beach,"(33.7934875, -118.185022)"
1072,573300,Long Beach,"(33.7948965, -118.1741585)"
1180,573401,Long Beach,"(33.81157, -118.1783155)"
1146,573402,Signal Hill,"(33.800741, -118.169241)"
1861,573403,Long Beach,"(33.7971065, -118.1586315)"
2377,573601,Long Beach,"(33.8256225, -118.1353035)"
2154,573700,Long Beach,"(33.825622, -118.107714)"
2114,573800,Long Beach,"(33.825582, -118.1003275)"
1224,573902,Long Beach,"(33.811973499999993, -118.07865249316662)"
2278,574000,Long Beach,"(33.8146265, -118.1024205)"
2061,574100,Long Beach,"(33.814659, -118.1216115)"
1954,574201,Long Beach,"(33.8032905, -118.1296265)"
1416,574202,Long Beach,"(33.801528, -118.1426875)"
1483,574300,Long Beach,"(33.799618, -118.116615)"
1995,574400,Long Beach,"(33.8029685, -118.102423)"
2518,574500,Long Beach,"(33.7850495, -118.09909)"
2231,574602,Long Beach,"(33.7778535, -118.1077455)"
1223,574800,Long Beach,"(33.7825585, -118.1276545)"
1833,574901,Long Beach,"(33.7912135, -118.125115)"
1588,574902,Long Beach,"(33.790025, -118.1383855)"
1688,575001,Long Beach,"(33.794735, -118.147801)"
1499,575002,Long Beach,"(33.7864875, -118.1413935)"
1087,575101,Long Beach,"(33.788888, -118.162196)"
1028,575102,Long Beach,"(33.7844105, -118.1621985)"
1111,575103,Long Beach,"(33.786195, -118.153483)"
1025,575201,Long Beach,"(33.786226, -118.1763345)"
964,575202,Long Beach,"(33.78623, -118.170894)"
894,575300,Long Beach,"(33.786223, -118.185031)"
932,575401,Long Beach,"(33.7863985, -118.199662)"
974,575402,Long Beach,"(33.786223, -118.1915435)"
566,575500,Long Beach,"(33.7864955, -118.216506)"
888,575801,Long Beach,"(33.7789725, -118.202434)"
937,575802,Long Beach,"(33.7789625, -118.197209)"
789,575803,Long Beach,"(33.778964, -118.1937175)"
989,575901,Long Beach,"(33.7731395, -118.2018035)"
953,575902,Long Beach,"(33.7723135, -118.195205)"
1875,576001,Long Beach,"(33.7607185, -118.1929295)"
903,576200,Long Beach,"(33.7722415, -118.18653)"
957,576301,Long Beach,"(33.7789675, -118.1886975)"
1076,576302,Long Beach,"(33.7789715, -118.1828485)"
1043,576401,Long Beach,"(33.778975, -118.178504)"
1012,576402,Long Beach,"(33.778975, -118.174161)"
1131,576403,Long Beach,"(33.7789755, -118.1698145)"
984,576501,Long Beach,"(33.7722045, -118.179118)"
1056,576502,Long Beach,"(33.7718495, -118.174028)"
1038,576503,Long Beach,"(33.7716165, -118.1698205)"
1203,576601,Long Beach,"(33.7652045, -118.1796705)"
1209,576602,Long Beach,"(33.765980150190742, -118.1707793026319)"
1282,576700,Long Beach,"(33.76441139, -118.1605362)"
1155,576801,Long Beach,"(33.7714375, -118.164174)"
1156,576802,Long Beach,"(33.7717065, -118.1578605)"
1066,576901,Long Beach,"(33.7789715, -118.1643805)"
1113,576903,Long Beach,"(33.7807795, -118.1567715)"
1242,576904,Long Beach,"(33.777152, -118.157318)"
1207,577000,Long Beach,"(33.7789585, -118.137556)"
1244,577100,Long Beach,"(33.7707995, -118.148066)"
1396,577200,Long Beach,"(33.76191605, -118.1491539)"
1335,577300,Long Beach,"(33.75766847, -118.1383438)"
1475,577400,Long Beach,"(33.762243, -118.135091)"
1550,577501,Long Beach,"(33.7547985, -118.1215115)"
1418,577504,Long Beach,"(33.75077078, -118.1235076)"
1865,577602,Long Beach,"(33.7691845, -118.113192)"
1480,577603,Long Beach,"(33.7674355, -118.128335)"
2225,577604,Long Beach,"(33.7541115, -118.106384)"
1426,599000,Avalon,"(33.343563, -118.3300478)"
870,599100,Unincorporated Catalina Island,"(33.388813499999998, -118.423552636715)"
983,600100,Westmont,"(33.9546155, -118.2959315)"
1122,600201,Westmont,"(33.948816, -118.2970355)"
1014,600202,Westmont,"(33.942687, -118.300322)"
1137,600302,Westmont,"(33.935471, -118.304648)"
963,600303,Westmont,"(33.935475, -118.2982525)"
918,600304,Westmont,"(33.9354725, -118.2940895)"
1035,600400,Westmont,"(33.938071, -118.3133435)"
1113,600501,Inglewood,"(33.9344525, -118.3220685)"
1318,600502,Inglewood,"(33.928157, -118.3297925)"
1309,600601,Inglewood,"(33.941846, -118.3220505)"
1117,600602,Inglewood,"(33.941607, -118.3307755)"
1252,600702,Inglewood,"(33.951115, -118.330824)"
1869,600703,Inglewood,"(33.958129, -118.336911)"
1326,600704,Inglewood,"(33.9561975, -118.3242245)"
1148,600801,Inglewood,"(33.9654475, -118.3221555)"
1167,600802,Inglewood,"(33.9671535, -118.335259)"
986,600902,Inglewood,"(33.971193, -118.3519265)"
1253,600911,Inglewood,"(33.978118, -118.3523905)"
1188,600912,Inglewood,"(33.97589, -118.3417805)"
986,601001,Inglewood,"(33.9640175, -118.3486425)"
1138,601002,Inglewood,"(33.9571955, -118.348273)"
1089,601100,Inglewood,"(33.949083, -118.3482325)"
1048,601202,Inglewood,"(33.949072, -118.357022)"
1138,601211,Inglewood,"(33.962523, -118.357524)"
1080,601212,Inglewood,"(33.956087, -118.356869)"
1489,601301,Inglewood,"(33.9789525, -118.3639195)"
1187,601302,Inglewood,"(33.9702715, -118.3630945)"
1163,601303,Inglewood,"(33.973991, -118.3621355)"
1156,601401,Inglewood,"(33.9594575, -118.3702315)"
1185,601402,Inglewood,"(33.951015, -118.3656995)"
988,601501,Lennox,"(33.943628, -118.363495)"
1076,601502,Lennox,"(33.940659, -118.363495)"
981,601600,Lennox,"(33.93469, -118.363465)"
1090,601700,Lennox,"(33.9345775, -118.350415)"
1058,601801,Inglewood,"(33.9436365, -118.3504315)"
964,601802,Lennox,"(33.9400165, -118.350423)"
1062,601900,Inglewood,"(33.9416, -118.339395)"
1023,602002,Hawthorne,"(33.9273185, -118.3395145)"
1200,602003,Inglewood,"(33.9343385, -118.339381)"
1274,602004,Inglewood,"(33.934325, -118.330778)"
1082,602103,Hawthorne,"(33.9285675, -118.356887)"
1087,602104,Hawthorne,"(33.928417, -118.348165)"
1073,602105,Hawthorne,"(33.9200625, -118.348161)"
975,602106,Hawthorne,"(33.92005, -118.359021)"
1389,602200,Del Aire,"(33.92363, -118.369832)"
1172,602301,Del Aire,"(33.905529, -118.365785)"
2670,602302,Hawthorne,"(33.905468, -118.37252)"
1259,602402,Hawthorne,"(33.9084995, -118.356812)"
1157,602403,Hawthorne,"(33.9130825, -118.3481235)"
